# name-stuff given names
# format: name|gender|frequency|tags
#
Yevgeniya|F|6|6
Yigit|M|4|4
Yigitcan|M|1|1
Yigithan|M|1|1
Yildiray|M|3|3
Yildirim|M|5|5
Yildiz|F|6|6
Yilmaz|M|6|6
Yonca|F|3|3
Yosma|F|2|2
Yosun|F|1|1
Yucel|U|5|5
Yuksel|M?|6|6
Yulduz|F|5|5
Yulia|F|7|7
Yuliya|F|8|8
Yulya|F|2|2
Yunus|M|6|6
Yurdagul|F|4|4
Yuri|M|6|6
Yuriy|M|6|6
Yury|M|4|4
Yusuf|M|7|7
Yusufcan|M|1|1
Zafar|M|5|5
Zafer|M|6|6
Zahide|F|3|3
Zahir|M|1|1
Zahit|M|1|1
Zaida|F|1|1
Zaide|F|1|1
Zamanbek|M|1|1
Zamira|F|5|5
Zarema|F|5|5
Zarif|M|1|1
Zarife|F|4|4
Zarina|F|6|6
Zaure|F|4|4
Zauresh|F|4|4
Zehra|F|7|7
Zekai|M|2|2
Zekeriya|M|5|5
Zekeriye|M|2|2
Zeki|M|5|5
Zekiye|F|6|6
Zelal|F?|2|2
Zeliha|F|6|6
Zenaida|F|2|2
Zennur|F|2|2
Zennure|F|1|1
Zerrin|F|4|4
Zeycan|F|3|3
Zeynal|F|3|3
Zeynel|M|4|4
Zeynep|F|8|8
Zeynulla|M|1|1
Zhamilja|F|4|4
Zhamilya|F|4|4
Zhan|M|1|1
Zhanar|F|7|7
Zhanat|U|4|4
Zhandos|M|4|4
Zhanibek|M|5|5
Zhanna|F|7|7
Zhannat|F|4|4
Zhazira|F|4|4
Zhenya|U|1|1
Zhibek|F|3|3
Zhiger|M|3|3
Zhulduz|F|1|1
Zhuldyz|F|4|4
Zihni|M|2|2
Zikriye|F|1|1
Zina|F|2|2
Zinaida|F|3|3
Zisan|F|1|1
Ziver|F|2|2
Ziya|M|4|4
Ziyaettin|M|1|1
Ziyba|F|3|3
Ziynet|F|3|3
Zohre|F|4|4
Zoya|F|2|2
Zubeyda|F|2|2
Zubeyde|F|5|5
Zuhal|F|4|4
Zuhre|F|2|2
Zuhriye|F|2|2
Zuhtu|M|1|1
Zuleyha|F|5|5
Zulfia|F|5|5
Zulfija|F|4|4
Zulfiya|F|4|4
Zulfiye|F|3|3
Zulfu|M|3|3
Zulkuf|M|1|1
Zumrut|F|1|1
