id	headword	subject_type	vol	fascicle	date	col1	col2	colspan	author1	author2	author3	author4	entry_type	scan	Wikidata	FactGrid	Mythogram	redirect_target	remarks	referring_to_entry	excerpt
RLMcs499	Eurymedusa 2	character	3.1	41	1899	4		4	Roscher				article	https://books.google.de/books?id=I_YUAAAAQAAJ&pg=PA799-IA2							Bd. I Sp. 1425 (Eurymedusa) füge hinzu: 2) Tochter des Aitolos, mit welcher Ares den Agenor zeugte (Schol. Eur. Phoen. 133). …
RLMcs500	Eurymedusa 3	character	3.1	41	1899	4		4	Roscher				article	https://books.google.de/books?id=I_YUAAAAQAAJ&pg=PA799-IA2							3) Mutter des Myrmidon (s. Bd. 2, Sp. 3313).
RLMcs501	Eurymedusa 4		3.1	41	1899	4		4	Roscher				cross-reference	https://books.google.de/books?id=I_YUAAAAQAAJ&pg=PA799-IA2				Eurynome			4) = Eurynome (Cornut. 15).
RLMcs502	Galaxios	epithet	3.1	41	1899	4		4	Roscher				cross-reference	https://books.google.de/books?id=I_YUAAAAQAAJ&pg=PA799-IA2							Bd. I Sp. 1590 füge ein: Galaxios (Apollon); s. Wilamowitz im Hermes 1899, 224.
RLMcs503	Bd. I Sp. 1728 (Gorgyra). Gorgyra als Gemahlin des Charon ist wahrscheinlich weiter nichts als die Personifikation der Katavothren ...		3.1	41	1899	4		4	Roscher				addendum	https://books.google.de/books?id=I_YUAAAAQAAJ&pg=PA799-IA2							Bd. I Sp. 1728 (Gorgyra). Gorgyra als Gemahlin des Charon ist wahrscheinlich weiter nichts als die Personifikation der Katavothren ...
RLMcs504	Ionos	character	3.1	41	1899	4		4	Roscher				article	https://books.google.de/books?id=I_YUAAAAQAAJ&pg=PA799-IA2							Bd. II Sp. 292 füge ein: Ionos, König v. Thessalien u. Erfinder des Erzes: Cassiodor Var. 31, 4. Lucan. 6, 402ff. u. Schol. Wilamowitz im Hermes 1899 S. 227.
RLMcs505	Bd. II Sp. 2223f. (Ma) füge hinzu die von Papageorgios veröffentlichten zu Thessalonike gefundenen Inschriften ...		3.1	41	1899	4		4	Roscher				addendum	https://books.google.de/books?id=I_YUAAAAQAAJ&pg=PA799-IA2							Bd. II Sp. 2223f. (Ma) füge hinzu die von Papageorgios veröffentlichten zu Thessalonike gefundenen Inschriften ...
RLMcs506	Mandra		3.1	41	1899	4		4	Roscher				cross-reference	https://books.google.de/books?id=I_YUAAAAQAAJ&pg=PA799-IA2							Bd. II Sp. 2311 Z. 36 füge ein: Mandra (?) M. andros (?).s
RLMcs507	Zu Bd. II Sp. 2313 (Mandros?) füge hinzu: ...		3.1	41	1899	4		4	Roscher				addendum	https://books.google.de/books?id=I_YUAAAAQAAJ&pg=PA799-IA2							Zu Bd. II Sp. 2313 (Mandros?) füge hinzu: ...
RLMcs508	Masnes		3.1	41	1899	4		4	Roscher				cross-reference	https://books.google.de/books?id=I_YUAAAAQAAJ&pg=PA799-IA2				Manes and Marsyas			Bd. II Sp. 2460 füge ein: Masnes s. Manes u. Marsyas u. vgl. Wilamowittz im Hermes 1899 S. 222.
RLMcs509	Bd. II Sp. 2650f. (Melqart). Vgl. die auf einem Elfenbeintäfelchen (aus Karthago) stehende etruskische Inschrift mi pui melkarθ aviekl k φ ... na, herausgegeben von ...		3.1	41	1899	4		4	Roscher				addendum	https://books.google.de/books?id=I_YUAAAAQAAJ&pg=PA799-IA2							Bd. II Sp. 2650f. (Melqart). Vgl. die auf einem Elfenbeintäfelchen (aus Karthago) stehende etruskische Inschrift mi pui melkarθ aviekl k φ ... na, herausgegeben von ...
RLMcs510	Bd. II [d. i. III] Sp. 305: Die von mir s. v. Nikator Theos citierte Inschrift bezieht Ramsay auf Seleukos Nikator, s. Journ. of Hell. Stud. 18 S. 96. Der Artikel nikator Theos ist demnach zu streichen.		3.1	41	1899	4		4	Drexler				correction	https://books.google.de/books?id=I_YUAAAAQAAJ&pg=PA799-IA2					retraction		Bd. II [d. i. III] Sp. 305: Die von mir s. v. Nikator Theos citierte Inschrift bezieht Ramsay auf Seleukos Nikator, s. Journ. of Hell. Stud. 18 S. 96. Der Artikel nikator Theos ist demnach zu streichen.
RLMcs511	Bd. II [d. i. III] Sp. 360 Zeile 37–40: Die von mir als Zusatz zum Artikel Nikephoroi Theoi 7) Athene für den Beinamen Nikephoros der Athene aufgeführte Inschrift ist ... falsch ergänzt. ... Es handelt sich darin demnach nicht um Athene Nikephoros sondern um eine römische Legion.		3.1	41	1899	4		4	Drexler				correction	https://books.google.de/books?id=I_YUAAAAQAAJ&pg=PA799-IA2					retraction		Bd. II [d. i. III] Sp. 360 Zeile 37–40: Die von mir als Zusatz zum Artikel Nikephoroi Theoi 7) Athene für den Beinamen Nikephoros der Athene aufgeführte Inschrift ist ... falsch ergänzt. ... Es handelt sich darin demnach nicht um Athene Nikephoros sondern um eine römische Legion.
RLMcs512	Bd. I Sp. 269, 38f. (Akastos). Nach Plut. Sulla 36 u. Helladios bei Phot. bibl. 533 A. Bekk. starb Akastos an der Phtheiriasis; ...		3.1	42	1900	3		3	Roscher				addendum	https://books.google.de/books?id=I_YUAAAAQAAJ&pg=PA959-IA1							Bd. I Sp. 269, 38f. (Akastos). Nach Plut. Sulla 36 u. Helladios bei Phot. bibl. 533 A. Bekk. starb Akastos an der Phtheiriasis; ...
RLMcs513	Aliterioi Daimones	collective_deity	3.1	42	1900	3		3	Roscher				article	https://books.google.de/books?id=I_YUAAAAQAAJ&pg=PA959-IA1							Bd. I Sp. 231 füge ein: Aliterioi Daimones (ἀλιτήριοι scil. δαίμονες), ähnlich wie Ἁλάστορες (s. Alastor) Bezeichnung der ruhelosen, Rache heischenden Seelen Ermordeter ...
RLMcs514	Bereschethoi	collective_deity	3.1	42	1900	3		3	Roscher				article	https://books.google.de/books?id=I_YUAAAAQAAJ&pg=PA959-IA1							Bd. I Sp. 783 füge ein: Bereschethoi (Βερέσχεθοι), Name von Dämonen, die bei Aristophanes eq. 635 ...
RLMcs515	Bd. I Sp. 886 (Charon 1) und Sp. 1728 (Gorgyra). Gorgyra ist nicht, wie es in den Berichtigungen und Zusätzen zu Lief. 41 infolge eines Schreibfehlers  heißt, Charons, sondern vielmehr Acherons Gemahlin nach Apollod. ...		3.1	42	1900	3		3	Roscher				correction	https://books.google.de/books?id=I_YUAAAAQAAJ&pg=PA959-IA1							Bd. I Sp. 886 (Charon 1) und Sp. 1728 (Gorgyra). Gorgyra ist nicht, wie es in den Berichtigungen und Zusätzen zu Lief. 41 infolge eines Schreibfehlers  heißt, Charons, sondern vielmehr Acherons Gemahlin nach Apollod. ...
RLMcs516	Bd. I Sp. 938f. (Daimon). Über die Entwickelung des Begriffes Daimon vgl. jetzt ...		3.1	42	1900	3		3	Roscher				addendum	https://books.google.de/books?id=I_YUAAAAQAAJ&pg=PA959-IA1							Bd. I Sp. 938f. (Daimon). Über die Entwickelung des Begriffes Daimon vgl. jetzt ...
RLMcs517	Epaphos 3	deity	3.1	42	1900	3		3	Roscher				article	https://books.google.de/books?id=I_YUAAAAQAAJ&pg=PA959-IA1							Bd. I Sp. 1278 füge hinzu: Epaphos 3. Vgl. Vers 6 des von Ziebarth und Wünsch, Rh. Mus. 1900 S. 73ff. herausgegebenen Zaubertäfelchens aus Kreta ... Wünsch denkt an einen Alpdämon ... Mir ist es wahrscheinlicher, daß unter Ἕπαφος der Wiedehopf (ἄπαφος ...) zu verstehen ist ...
RLMcs518	Bd. I Sp. 1997 Z. 15f. (Helios) füge hinzu: ...		3.1	42	1900	3		3	Roscher				addendum	https://books.google.de/books?id=I_YUAAAAQAAJ&pg=PA959-IA1							Bd. I Sp. 1997 Z. 15f. (Helios) füge hinzu: ...
RLMcs519	Bd. II Sp. 3136 Z. 34ff. (Selene): S. jetzt auch das ...		3.1	42	1900	3		3	Roscher				addendum	https://books.google.de/books?id=I_YUAAAAQAAJ&pg=PA959-IA1							Bd. II Sp. 3136 Z. 34ff. (Selene): S. jetzt auch das ...
RLMcs520	Bd. II Sp. 3223 füge vor Mothone ein: Mothon (Μόθων); s. Bereschethoi u. Kobaloi.		3.1	42	1900	3		3	Roscher				cross-reference	https://books.google.de/books?id=I_YUAAAAQAAJ&pg=PA959-IA1							Bd. II Sp. 3223 füge vor Mothone ein: Mothon (Μόθων); s. Bereschethoi u. Kobaloi.
RLMcs521	Bd. III Sp. 681 füge hinter Oëroë ein: Oës; s. Oannes Sp. 579 Z. 8ff.		3.1	42	1900	3		3	Roscher				cross-reference	https://books.google.de/books?id=I_YUAAAAQAAJ&pg=PA959-IA1							Bd. III Sp. 681 füge hinter Oëroë ein: Oës; s. Oannes Sp. 579 Z. 8ff.
RLMcs522	Bd. III Sp. 698 Z. 19 (Oibalos) zu verbessern: 'im ersten Dritten des 3. Jahrh. v. Chr.'.		3.1	42	1900	3		3	Wörner				correction	https://books.google.de/books?id=I_YUAAAAQAAJ&pg=PA959-IA1							Bd. III Sp. 698 Z. 19 (Oibalos) zu verbessern: 'im ersten Dritten des 3. Jahrh. v. Chr.'.
RLMcs523	Bd. III Sp. 698 Z. 30 (Oibalos). Die etymologische Erklärung des Namens verdanke ich freundlicher schriftlicher Mitteilung R. Meisters, vgl. jetzt Kuhns Zeitschr. 1899 S. 458f.		3.1	42	1900	3		3	Wörner				addendum	https://books.google.de/books?id=I_YUAAAAQAAJ&pg=PA959-IA1							Bd. III Sp. 698 Z. 30 (Oibalos). Die etymologische Erklärung des Namens verdanke ich freundlicher schriftlicher Mitteilung R. Meisters, vgl. jetzt Kuhns Zeitschr. 1899 S. 458f.
RLMcs524	Bd. III Sp. 784 (Oinomaos) nr. 16: Der betr. Sarkophag, früher in Mons, befindet sich jetzt im Museum zu Brüssel und ist im Jahre 1857 von Roulez publiciert worden. Vgl. Cumont, Catalogue des sculptures et inscriptions antiques nr. 29.		3.1	42	1900	3		3	Cumont				addendum	https://books.google.de/books?id=I_YUAAAAQAAJ&pg=PA959-IA1							Bd. III Sp. 784 (Oinomaos) nr. 16: Der betr. Sarkophag, früher in Mons, befindet sich jetzt im Museum zu Brüssel und ist im Jahre 1857 von Roulez publiciert worden. Vgl. Cumont, Catalogue des sculptures et inscriptions antiques nr. 29.
RLMcs525	Bd. III Sp. 550 Z. 34. Zum ARt. Nymphen von Bloch erlaube ich mir folgenden kleinen Nachtrag ...		3.1	43	1901	3		3	Anthes				addendum	https://books.google.de/books?id=I_YUAAAAQAAJ&pg=PA1119-IA1							Bd. III Sp. 550 Z. 34. Zum ARt. Nymphen von Bloch erlaube ich mir folgenden kleinen Nachtrag ...
RLMcs526	Bd. III Sp. 827 (Okra). Okra has been shown to be a wrong-reading. It should be oësho, i. e. in Graeco-Scythic characters, ΟΗϷΟ …		3.1	43	1901	3		3	Rapson				correction	https://books.google.de/books?id=I_YUAAAAQAAJ&pg=PA1119-IA1							Bd. III Sp. 827 (Okra). Okra has been shown to be a wrong-reading. It should be oësho, i. e. in Graeco-Scythic characters, ΟΗϷΟ …
RLMcs527	Agigaios	character	3.1	43	1901	3		3	Roscher				article	https://books.google.de/books?id=I_YUAAAAQAAJ&pg=PA1119-IA1							Bd. I Sp. 104 füge ein: Agigaios (Ἁγιγαῖος)· Ἄργαλος καλεῖται παρὰ Λάκωσιν ὁ Ἀμύκλαντος υἱός Hesych. Vgl. Argalos.
RLMcs528	Bd. I Sp. 248 Z. 3ff (Alkmene): vgl. jetzt Holland ...		3.1	43	1901	3		3	Roscher				addendum	https://books.google.de/books?id=I_YUAAAAQAAJ&pg=PA1119-IA1							Bd. I Sp. 248 Z. 3ff (Alkmene): vgl. jetzt Holland ...
RLMcs529	Bd. I Sp. 396, 399 u. 419 (Aphrodite). Die Frage nach der ursprünglichen Bedeutung der Aphrodite Pandemos ist neuerdings mächtig gefördert worden ...		3.1	43	1901	3		3	Roscher				addendum	https://books.google.de/books?id=I_YUAAAAQAAJ&pg=PA1119-IA1							Bd. I Sp. 396, 399 u. 419 (Aphrodite). Die Frage nach der ursprünglichen Bedeutung der Aphrodite Pandemos ist neuerdings mächtig gefördert worden ...
RLMcs530	Arachnos	character	3.1	43	1901	3		3	Roscher				article	https://books.google.de/books?id=I_YUAAAAQAAJ&pg=PA1119-IA1					duplicate		Bd. I Sp. 470 Z. 28. Arachnos (Ἄραχνος), ein Kreter, der sich in ... Teiresias (s. d.) verliebte ...
RLMcs531	Armatus	deity	3.1	43	1901	3		3	Roscher				article	https://books.google.de/books?id=I_YUAAAAQAAJ&pg=PA1119-IA1							Bd. I Sp. 556 füge ein: Armatus, bisher unbekannter Gott auf einer neugefundenen Altarinschrift aus Dalmatien; Berl. Philol. Wochenschr. 1900 Sp. 946 (vgl. Bindus).
RLMcs532	Bd. I Sp. 597ff. (Artemis). Mehrere hocharchaische Artemisstatuetten von Bronze aus Arkadien und Elis hat neuerdings publiciert und besprochen Furtwängler ...		3.1	43	1901	3		3	Roscher				addendum	https://books.google.de/books?id=I_YUAAAAQAAJ&pg=PA1119-IA1							Bd. I Sp. 597ff. (Artemis). Mehrere hocharchaische Artemisstatuetten von Bronze aus Arkadien und Elis hat neuerdings publiciert und besprochen Furtwängler ...
RLMcs533	Asmodaios	deity	3.1	43	1901	3		3	Roscher				article	https://books.google.de/books?id=I_YUAAAAQAAJ&pg=PA1119-IA1							Bd. I Sp. 641 Z. 57 füge ein: Asmodaios (Ἀσμοδαῖος); ein im Buche Tobiae (3, 8) erwähnter böser Dämon, welcher in Sara, die Tochter Ragnels verliebt war (6, 15) und deren sieben Männer hintereinander in der Brautnacht tötete. ...
RLMcs534	Bd. I Sp. 659 Z. 18 (Astrabakos) füge hinzu: vgl. jetzt Roscher, Ephialtes 8, 35.		3.1	43	1901	3		3	Roscher				addendum	https://books.google.de/books?id=I_YUAAAAQAAJ&pg=PA1119-IA1							Bd. I Sp. 659 Z. 18 (Astrabakos) füge hinzu: vgl. jetzt Roscher, Ephialtes 8, 35.
RLMcs535	Babutzias, Babutzikarios	deity	3.1	43	1901	3		3	Roscher				article	https://books.google.de/books?id=I_YUAAAAQAAJ&pg=PA1119-IA1							Bd. I Sp. 744 Z. 27 füge ein: Babutzias, Babutzikarios (Βαβουτζίας, -ικάριος), byzantinische Bezeichnung des Alpdämons; ...
RLMcs536	Barychnas	deity	3.1	43	1901	4		4	Roscher				article	https://books.google.de/books?id=I_YUAAAAQAAJ&pg=PA1119-IA2							Bd. I Sp. 750 Z. 60 füge hinzu: Barychnas (Βαρυχνᾶς), mittel- und neugriechische Bezeichnung des Alpdämons ...
RLMcs537	Bindus	deity	3.1	43	1901	4		4	Roscher				article	https://books.google.de/books?id=I_YUAAAAQAAJ&pg=PA1119-IA2							Bd. I Sp. 786 füge ein: Bindus, ein mit dem römischen Neptunus vermischter Gott in Dalmatien (Bindus-Neptunus) auf neugefundenen Altarinschriften ...
RLMcs538	Deloptes	character	3.1	43	1901	4		4	Roscher				article	https://books.google.de/books?id=I_YUAAAAQAAJ&pg=PA1119-IA2							Bd. I Sp. 984 Z. 28 füge ein: Deloptes (Δηλόπτης), thrakischer Heros aus dem Kreise der Bendis ...
RLMcs539	Bd. I Sp. 986 Z. 42 (Demiurgos) und Sp. 987 Z. 62 (Demogorgon) füge hinzu: Wie mir Fr. Cumont brieflich mitteilt, ist meine Vermutung ... richtig ...		3.1	43	1901	4		4	Roscher				addendum	https://books.google.de/books?id=I_YUAAAAQAAJ&pg=PA1119-IA2							Bd. I Sp. 986 Z. 42 (Demiurgos) und Sp. 987 Z. 62 (Demogorgon) füge hinzu: Wie mir Fr. Cumont brieflich mitteilt, ist meine Vermutung ... richtig ...
RLMcs540	Bd. I Sp. 1166 Z. 60 (Dioskuren) füge hinzu: Auch in Byzanz scheinen die Dioskuren und zwar als göttliche Ärzte, welche die Kranken im Schlafe und Traume heilen, verehrt worden zu sein. ...		3.1	43	1901	4		4	Roscher				addendum	https://books.google.de/books?id=I_YUAAAAQAAJ&pg=PA1119-IA2							Bd. I Sp. 1166 Z. 60 (Dioskuren) füge hinzu: Auch in Byzanz scheinen die Dioskuren und zwar als göttliche Ärzte, welche die Kranken im Schlafe und Traume heilen, verehrt worden zu sein. ...
RLMcs541	Dusii	collective_deity	3.1	43	1901	4		4	Roscher				article	https://books.google.de/books?id=I_YUAAAAQAAJ&pg=PA1119-IA2					duplicate		Bd. I Sp. 1207 Z. 63 füge ein: Dusii, keltische Alpdämonen bei August. de civ. Dei 15, 23; ...
RLMcs542	Egretos	character	3.1	43	1901	4		4	Roscher				article	https://books.google.de/books?id=I_YUAAAAQAAJ&pg=PA1119-IA2							Bd. I Sp. 1218 Z. 7 füge ein: Egretos (Ἔγρετος), ein attischer Heros ...
RLMcs543	Bd. I Sp. 1246 (Endymion). Nach Brugmann, Indogerm. Forsch. XI (1900) 283 ist Ἐνδυμίων verwandt mit dem bekannten homer. Epitheton des ὕπνος νήδυμος und bezeichnet ursprünglich den Schlaf.		3.1	43	1901	4		4	Roscher				addendum	https://books.google.de/books?id=I_YUAAAAQAAJ&pg=PA1119-IA2							Bd. I Sp. 1246 (Endymion). Nach Brugmann, Indogerm. Forsch. XI (1900) 283 ist Ἐνδυμίων verwandt mit dem bekannten homer. Epitheton des ὕπνος νήδυμος und bezeichnet ursprünglich den Schlaf.
RLMcs544	Bd. I Sp. 1281 (Ephialtes 3) füge Z. 52 hinzu: Vgl. jetzt über die verschiedenen Namensformen und das Wesen des Dämons Roscher, Ephialtes Leipz. 1900 S. 18ff. besond. S. 48ff., sowie den Art. Pan.		3.1	43	1901	4		4	Roscher				addendum	https://books.google.de/books?id=I_YUAAAAQAAJ&pg=PA1119-IA2							Bd. I Sp. 1281 (Ephialtes 3) füge Z. 52 hinzu: Vgl. jetzt über die verschiedenen Namensformen und das Wesen des Dämons Roscher, Ephialtes Leipz. 1900 S. 18ff. besond. S. 48ff., sowie den Art. Pan.
RLMcs545	Bd. I Sp. 2434f. (Hermochares). Vgl. dazu jetzt auch Holland, Philologus 59 (1900) S. 354ff.		3.1	43	1901	4		4	Roscher				addendum	https://books.google.de/books?id=I_YUAAAAQAAJ&pg=PA1119-IA2							Bd. I Sp. 2434f. (Hermochares). Vgl. dazu jetzt auch Holland, Philologus 59 (1900) S. 354ff.
RLMcs546	Bd. II Sp. 1267 (Koiranos 5). Vgl. jetzt die von Hiller v. Gärtringen in d. Mittheil. d. athen. Inst. 25 (1900) S. 1ff. herausgegebene Archilochosinschrift von Paros ...		3.1	43	1901	4		4	Roscher				addendum	https://books.google.de/books?id=I_YUAAAAQAAJ&pg=PA1119-IA2							Bd. II Sp. 1267 (Koiranos 5). Vgl. jetzt die von Hiller v. Gärtringen in d. Mittheil. d. athen. Inst. 25 (1900) S. 1ff. herausgegebene Archilochosinschrift von Paros ...
RLMcs547	Kyropalates		3.1	43	1901	4		4	Roscher				correction	https://books.google.de/books?id=I_YUAAAAQAAJ&pg=PA1119-IA2					retraction		Bd. II Sp. 1769 Z.45–50 ist der Artikel Kyropalates zu streichen; vgl. Theod. Reinach, Byzant. Ztschr. IX (1900) Heft I S. 52ff. u. Berl. Philol. Wochenschr. 1900 Sp. 600.
RLMcs548	Menuthis	deity	3.1	43	1901	4		4	Roscher				article	https://books.google.de/books?id=I_YUAAAAQAAJ&pg=PA1119-IA2							Bd. II Sp. 2801 füge ein: Menuthis (Μένουθις), δαίμων τις ...
RLMcs549	Bd. II Sp. 3165 Anm. * (Mondgöttin) füge hinzu: ...		3.1	43	1901	4		4	Roscher				addendum	https://books.google.de/books?id=I_YUAAAAQAAJ&pg=PA1119-IA2							Bd. II Sp. 3165 Anm. * (Mondgöttin) füge hinzu: ...
RLMcs550	Bd. I Sp. 727, 12ff. (Attis) füge hinzu: Fr. Cumont, Notice sur un Attis Funüeraire, Extrait du Bull. de l’Instit. archéol. liégeois t. XXIX (1901) mit vielen Litteraturnachweisen.		3.1	44	1901	3		3	Roscher				addendum	https://books.google.de/books?id=I_YUAAAAQAAJ&pg=PA1281							Bd. I Sp. 727, 12ff. (Attis) füge hinzu: Fr. Cumont, Notice sur un Attis Funüeraire, Extrait du Bull. de l’Instit. archéol. liégeois t. XXIX (1901) mit vielen Litteraturnachweisen.
RLMcs551	Epheles		3.1	44	1901	3		3	Roscher				cross-reference	https://books.google.de/books?id=I_YUAAAAQAAJ&pg=PA1281				Ephialtes			Bd. I Sp. 1281 Z. 22 füge ein: Epheles = Ephialtes; vgl. Roscher, Ephialtes S. 55.
RLMcs552	Epopheles		3.1	44	1901	3		3	Roscher				cross-reference	https://books.google.de/books?id=I_YUAAAAQAAJ&pg=PA1281				Ephialtes			Bd. I Sp. 1295 Z. 9 füge ein: Epopheles = Ephialtes; s. Roscher, Ephialtes S. 44. 56. 103. 108.
RLMcs553	Euapan		3.1	44	1901	3		3	Roscher				cross-reference	https://books.google.de/books?id=I_YUAAAAQAAJ&pg=PA1281				Pan			Bd. I Sp. 1396 Z. 18 füge ein: Euapan = Pan; s. Roscher, Ephialtes S. 56. 67.
RLMcs554	Bd. I Sp. 1456 Z. 57ff. (Faunus). Über Faunus als Alpdämon (Faunus Ficarius) s. jetzt Roscher, Ephialtes S. 60ff.		3.1	44	1901	3		3	Roscher				addendum	https://books.google.de/books?id=I_YUAAAAQAAJ&pg=PA1281							Bd. I Sp. 1456 Z. 57ff. (Faunus). Über Faunus als Alpdämon (Faunus Ficarius) s. jetzt Roscher, Ephialtes S. 60ff.
RLMcs555	Bd. I Sp. 1731, 4 (Graien) ist nachzutragen der Name ΠΕΡϹΩ neben ΠΕΜΦΗΔΩΝ und ΕΝΥΩ auf einem Thongefäß des Archäol. Museums in Halle: Robert, Hermes 36 (1901) S. 159f.		3.1	44	1901	3		3	Roscher				addendum	https://books.google.de/books?id=I_YUAAAAQAAJ&pg=PA1281							Bd. I Sp. 1731, 4 (Graien) ist nachzutragen der Name ΠΕΡϹΩ neben ΠΕΜΦΗΔΩΝ und ΕΝΥΩ auf einem Thongefäß des Archäol. Museums in Halle: Robert, Hermes 36 (1901) S. 159f.
RLMcs556	Hedymeles 2	deity	3.1	44	1901	3		3	Roscher				article	https://books.google.de/books?id=I_YUAAAAQAAJ&pg=PA1281							Bd. I Sp. 1875, 30 füge hinzu: Hedymeles 2 (wahrscheinliche Lesart für Dumiles b. Hygin f. p. 9 ed. Schmidt), ein Traumgott; s. Roscher, Ephialtes S. 59f.
RLMcs557	Bd. II Sp. 128, 64 (Incubus) füge jetzt hinzu: Roscher, Ephialtes S. 44 u. 60ff.		3.1	44	1901	3		3	Roscher				addendum	https://books.google.de/books?id=I_YUAAAAQAAJ&pg=PA1281							Bd. II Sp. 128, 64 (Incubus) füge jetzt hinzu: Roscher, Ephialtes S. 44 u. 60ff.
RLMcs558	Bd. II Sp. 263, 15 (Inuus) füge hinzu: Roscher, Ephialtes S. 59f.		3.1	44	1901	3		3	Roscher				addendum	https://books.google.de/books?id=I_YUAAAAQAAJ&pg=PA1281							Bd. II Sp. 263, 15 (Inuus) füge hinzu: Roscher, Ephialtes S. 59f.
RLMcs559	Bd. II Sp. 360ff. u. 373ff. (Isis) füge hinzu die fleißige und gelehrte Abhandlung von K. H. E. de Jong, De Apuleio Isiacorum mysteriorum teste. Lugd. Bat. 1900.		3.1	44	1901	3		3	Roscher				addendum	https://books.google.de/books?id=I_YUAAAAQAAJ&pg=PA1281							Bd. II Sp. 360ff. u. 373ff. (Isis) füge hinzu die fleißige und gelehrte Abhandlung von K. H. E. de Jong, De Apuleio Isiacorum mysteriorum teste. Lugd. Bat. 1900.
RLMcs560	Bd. II Sp. 1173, 8 (Kerkopen) füge hinzu: Roscher, Ephialtes S. 84.		3.1	44	1901	3		3	Roscher				addendum	https://books.google.de/books?id=I_YUAAAAQAAJ&pg=PA1281							Bd. II Sp. 1173, 8 (Kerkopen) füge hinzu: Roscher, Ephialtes S. 84.
RLMcs561	Bd. II Sp. 1264, 58 (Κόβαλοι) füge hinzu: Roscher, Ephialtes S. 84.		3.1	44	1901	3		3	Roscher				addendum	https://books.google.de/books?id=I_YUAAAAQAAJ&pg=PA1281							Bd. II Sp. 1264, 58 (Κόβαλοι) füge hinzu: Roscher, Ephialtes S. 84.
RLMcs562	Bd. II Sp. 1670, 49ff. (Kybele) füge hinzu: Cumont, le Taurobole et le culte de Bellone, Rev. d’hist. et de litt. relig. VI (1901) p. 97ff.		3.1	44	1901	3		3	Roscher				addendum	https://books.google.de/books?id=I_YUAAAAQAAJ&pg=PA1281							Bd. II Sp. 1670, 49ff. (Kybele) füge hinzu: Cumont, le Taurobole et le culte de Bellone, Rev. d’hist. et de litt. relig. VI (1901) p. 97ff.
RLMcs563	Bd. II Sp. 2224, 17ff. (Ma). Neuerdings hat über die Gleichsetzung der Ma mit der Bellona ...		3.1	44	1901	3		3	Roscher				addendum	https://books.google.de/books?id=I_YUAAAAQAAJ&pg=PA1281							Bd. II Sp. 2224, 17ff. (Ma). Neuerdings hat über die Gleichsetzung der Ma mit der Bellona ...
RLMcs564	Bd. II Sp. 2931, 21 (Meter) füge jetzt hinzu: Cumont, Le Taurobole et le culte de Bellone, Revue d6hist. et de litt. relig. VI (1901) p. 97ff.		3.1	44	1901	3		3	Roscher				addendum	https://books.google.de/books?id=I_YUAAAAQAAJ&pg=PA1281							Bd. II Sp. 2931, 21 (Meter) füge jetzt hinzu: Cumont, Le Taurobole et le culte de Bellone, Revue d6hist. et de litt. relig. VI (1901) p. 97ff.
RLMcs565	Meliphron	deity	3.1	44	1901	3		3	Roscher				article	https://books.google.de/books?id=I_YUAAAAQAAJ&pg=PA1281							Bd. II Sp. 2637, 5 füge ein: Meliphron, Traumgott b. Hygin f. p. 9 Schmidt.
RLMcs566	Ormenos b	dog	3.1	44	1901	3		3	Weizsäcker				article	https://books.google.de/books?id=I_YUAAAAQAAJ&pg=PA1281							Bd. III Sp. 1048f. ist nachzutragen: Ormenos b) Name eines Hundes in der Kalydonischen Eberjagd auf der François-Vase.
RLMcs567	Bd. II Sp. 835, 61 (Olus) füge hinzu: ...		3.1	44	1901	3		3	Drexler				addendum	https://books.google.de/books?id=I_YUAAAAQAAJ&pg=PA1281							Bd. II Sp. 835, 61 (Olus) füge hinzu: ...
RLMcs568	Akraioi theoi	collective_deity	3.1	45	1901	3		3	Roscher				article	https://books.google.de/books?id=I_YUAAAAQAAJ&pg=PA1439-IA1							Bd. I Sp. 213, 41 füge ein: Akraioi theoi (ἀκραῖοι θεοί): s. jetzt die Dissertation von C. Albers, De deis in locis editis cultis ap. Graecos. Zutphen 1901.
RLMcs569	Bd. I Sp. 388, 60ff. (Aphaia) füge hinzu: ...		3.1	45	1901	3		3	Roscher				addendum	https://books.google.de/books?id=I_YUAAAAQAAJ&pg=PA1439-IA1							Bd. I Sp. 388, 60ff. (Aphaia) füge hinzu: ...
RLMcs570	Ἐνοικίδοι θεοί	collective_deity	3.1	45	1901	3		3	Roscher				article	https://books.google.de/books?id=I_YUAAAAQAAJ&pg=PA1439-IA1							Bd. I Sp. 1249, 57 füge ein: Ἐνοικίδοι θεοί d. i. Götter der Privathäuser; vgl. Bull. hell. 12 (1888), 269, 54 und Hiller v. Gärtringen in den Beitr. z. alt. Gesch. 1 (1901), 221.
RLMcs571	Bd. I Sp. 2356, 53 (Hermes) füge hinzu ...		3.1	45	1901	3		3	Roscher				addendum	https://books.google.de/books?id=I_YUAAAAQAAJ&pg=PA1439-IA1							Bd. I Sp. 2356, 53 (Hermes) füge hinzu ...
